Order_ID,Product_Category,Product_Price,Order_Quantity,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied,Seller_Rating,Product_Rating,Previous_Returns,Customer_Type,Product_Review_Count,Order_Value
ORD105365,Home,3934.25,1,20,Male,City67,Credit Card,Standard,34.95,3.5,4.1,1,New,2219,3934.25
ORD105366,Books,628.61,4,29,Female,City10,Credit Card,Standard,7.73,3.9,3.9,8,Loyal,620,2514.44
ORD105367,Electronics,75791.69,2,70,Male,City30,Credit Card,Express,19.17,4.1,4.4,3,Loyal,1207,151583.38
ORD105368,Home,12144.52,3,44,Female,City22,Credit Card,Express,32.23,4.8,3.8,2,Regular,490,36433.56
ORD105369,Books,1574.66,5,66,Female,City78,PayPal,Next-Day,5.27,4.4,3.1,4,New,591,7873.3
ORD105370,Books,578.39,4,62,Male,City43,Gift Card,Standard,11.38,4.9,3.9,2,Regular,630,2313.56
ORD105371,Books,327.86,1,26,Male,City54,PayPal,Standard,9.49,3.9,3.3,6,Regular,166,327.86
ORD105372,Home,1991.98,1,36,Female,City71,Gift Card,Standard,29.37,3.9,3.0,7,New,2373,1991.98
ORD105373,Toys,4716.97,4,39,Male,City48,PayPal,Next-Day,20.44,3.4,3.1,3,Regular,1293,18867.88
ORD105374,Toys,8876.84,1,57,Male,City28,PayPal,Standard,15.9,4.0,3.7,6,Loyal,883,8876.84
ORD105375,Electronics,96307.05,3,43,Male,City10,Debit Card,Next-Day,8.91,3.8,3.6,6,Loyal,1562,288921.15
ORD105376,Toys,8543.8,3,18,Female,City84,PayPal,Next-Day,34.58,4.6,4.2,0,New,670,25631.4
ORD105377,Books,1359.03,2,70,Female,City42,Gift Card,Next-Day,12.75,5.0,4.2,0,Frequent,1302,2718.06
ORD105378,Clothing,4896.81,4,61,Male,City33,Gift Card,Standard,28.1,4.6,4.2,2,Regular,1339,19587.24
ORD105379,Books,1554.38,3,58,Female,City97,PayPal,Express,10.63,3.5,2.6,7,Loyal,1052,4663.14
ORD105380,Books,327.64,2,63,Male,City12,Debit Card,Next-Day,7.73,4.5,4.9,1,Regular,560,655.28
ORD105381,Books,722.91,4,69,Male,City94,Debit Card,Next-Day,17.48,3.3,3.1,9,Regular,854,2891.64
ORD105382,Books,490.36,2,37,Male,City42,Debit Card,Next-Day,18.94,4.2,3.1,3,Loyal,1424,980.72
ORD105383,Toys,9320.46,2,56,Female,City47,Debit Card,Standard,39.86,4.9,4.5,3,New,606,18640.92
ORD105384,Books,1464.64,4,39,Male,City29,PayPal,Next-Day,14.08,4.8,4.5,0,Regular,528,5858.56
ORD105385,Toys,9454.17,5,54,Male,City71,Credit Card,Next-Day,33.36,4.2,4.0,1,Regular,364,47270.85
ORD105386,Toys,7946.13,5,60,Male,City97,Debit Card,Standard,37.67,4.4,4.1,1,Frequent,1861,39730.65
ORD105387,Electronics,91214.69,5,38,Female,City8,PayPal,Express,13.61,4.1,4.0,2,Regular,887,456073.45
ORD105388,Clothing,1763.64,3,50,Female,City100,Credit Card,Next-Day,45.48,4.1,4.9,3,New,3934,5290.92
ORD105389,Toys,1496.19,4,40,Male,City7,Credit Card,Next-Day,26.93,3.9,4.0,8,Regular,1041,5984.76
ORD105390,Electronics,53822.23,3,41,Male,City72,Debit Card,Standard,12.97,2.9,2.9,9,Regular,1409,161466.69
ORD105391,Books,939.91,1,59,Female,City41,Gift Card,Express,5.95,3.8,3.5,9,Loyal,617,939.91
ORD105392,Clothing,5371.74,2,68,Male,City46,Debit Card,Next-Day,24.72,4.3,3.7,7,Frequent,485,10743.48
ORD105393,Home,25358.59,5,41,Female,City43,Gift Card,Next-Day,20.11,3.9,4.4,0,Regular,866,126792.95
ORD105394,Books,1886.92,2,41,Female,City64,PayPal,Standard,13.24,3.5,2.9,4,New,332,3773.84
ORD105395,Home,9479.97,3,43,Male,City53,Credit Card,Express,21.54,4.5,3.8,2,New,1243,28439.91
ORD105396,Toys,6386.78,2,29,Male,City88,Gift Card,Standard,10.04,4.6,4.1,2,Frequent,754,12773.56
ORD105397,Toys,2823.47,5,42,Female,City29,Credit Card,Express,14.37,4.8,4.5,1,Regular,1163,14117.35
ORD105398,Clothing,437.9,1,61,Female,City31,Gift Card,Next-Day,46.64,3.3,2.6,5,Regular,4128,437.9
ORD105399,Clothing,2419.51,4,23,Female,City70,Credit Card,Express,34.34,4.8,5.0,3,Frequent,3054,9678.04
ORD105400,Clothing,2942.2,5,66,Female,City30,Debit Card,Standard,38.29,3.1,3.4,7,Regular,4522,14711.0
ORD105401,Books,1886.14,1,18,Male,City11,Credit Card,Next-Day,15.09,4.6,4.4,0,Frequent,1217,1886.14
ORD105402,Toys,4749.75,3,49,Male,City100,Gift Card,Next-Day,22.61,4.8,4.6,0,Regular,335,14249.25
ORD105403,Electronics,19839.17,1,63,Male,City43,Gift Card,Standard,17.2,4.4,3.3,2,Regular,2070,19839.17
ORD105404,Electronics,111952.7,3,52,Female,City98,Gift Card,Express,18.79,4.5,2.7,5,Regular,2763,335858.1
ORD105405,Clothing,455.01,4,61,Female,City31,Credit Card,Express,21.61,4.0,4.8,1,Regular,134,1820.04
ORD105406,Books,1270.83,1,28,Male,City81,Credit Card,Standard,8.89,3.0,2.9,6,Regular,390,1270.83
ORD105407,Books,1122.03,2,29,Male,City98,Debit Card,Next-Day,13.27,3.8,3.6,9,New,400,2244.06
ORD105408,Electronics,15257.67,5,52,Female,City41,Gift Card,Standard,18.61,3.9,4.3,1,Regular,2798,76288.35
ORD105409,Home,11964.52,5,50,Male,City95,PayPal,Express,11.45,4.0,4.1,9,Frequent,1378,59822.6
ORD105410,Electronics,94853.61,5,63,Female,City15,Gift Card,Next-Day,5.16,3.6,3.1,7,New,1160,474268.05
ORD105411,Books,374.65,2,29,Female,City97,Debit Card,Next-Day,11.23,4.2,4.1,3,New,805,749.3
ORD105412,Home,1522.74,2,26,Male,City64,Credit Card,Standard,21.42,3.8,2.6,2,Frequent,1497,3045.48
ORD105413,Electronics,28278.04,2,28,Female,City77,Debit Card,Standard,14.73,4.2,4.6,0,Frequent,1510,56556.08
ORD105414,Toys,9569.8,1,66,Female,City67,Gift Card,Standard,36.63,4.4,3.5,8,Regular,352,9569.8
ORD105415,Clothing,3809.77,4,34,Female,City89,Credit Card,Express,26.16,4.4,4.2,1,Regular,1437,15239.08
ORD105416,Electronics,53756.4,5,49,Male,City32,Gift Card,Standard,19.92,3.5,2.9,2,Loyal,526,268782.0
ORD105417,Toys,9052.37,4,54,Female,City84,Credit Card,Next-Day,10.39,4.3,3.9,1,New,109,36209.48
ORD105418,Electronics,62199.11,4,44,Male,City28,Gift Card,Express,12.66,4.4,4.5,3,Frequent,1886,248796.44
ORD105419,Books,217.18,4,54,Female,City90,Gift Card,Express,16.82,4.4,3.8,1,New,218,868.72
ORD105420,Home,28082.64,2,30,Male,City19,Credit Card,Standard,27.94,3.8,3.9,2,Frequent,1937,56165.28
ORD105421,Home,18757.25,3,59,Male,City55,Debit Card,Express,21.48,4.4,3.9,2,Regular,182,56271.75
ORD105422,Books,793.87,3,57,Female,City23,Credit Card,Next-Day,5.28,4.5,2.7,3,Regular,1113,2381.61
ORD105423,Books,1408.86,2,18,Female,City88,Debit Card,Express,8.56,3.1,3.3,1,New,970,2817.72
ORD105424,Books,735.38,3,50,Female,City39,Credit Card,Next-Day,19.22,4.2,4.2,3,New,1021,2206.14
ORD105425,Clothing,2146.71,3,43,Female,City78,Debit Card,Express,17.17,2.8,4.2,2,New,4234,6440.13
ORD105426,Books,1529.45,1,23,Male,City73,Credit Card,Express,16.08,3.9,4.1,8,Regular,847,1529.45
ORD105427,Home,8759.66,3,55,Male,City29,Gift Card,Standard,24.57,4.0,4.4,1,Regular,325,26278.98
ORD105428,Home,25971.94,1,44,Female,City69,Gift Card,Standard,23.95,4.2,4.5,1,Regular,1580,25971.94
ORD105429,Electronics,54902.08,1,27,Male,City92,Credit Card,Standard,9.61,4.3,4.5,1,Frequent,767,54902.08
ORD105430,Books,1738.38,3,57,Male,City52,PayPal,Express,6.59,4.0,3.7,9,Regular,1226,5215.14
ORD105431,Books,1849.42,5,23,Male,City93,Credit Card,Next-Day,9.92,4.4,4.3,0,New,233,9247.1
ORD105432,Toys,6964.93,4,66,Male,City19,PayPal,Next-Day,11.24,3.4,3.5,4,Regular,1508,27859.72
ORD105433,Toys,3241.52,4,58,Female,City69,Debit Card,Standard,27.79,4.6,4.1,0,New,706,12966.08
ORD105434,Books,1885.71,3,49,Female,City52,Debit Card,Next-Day,14.72,4.2,4.8,1,Frequent,165,5657.13
ORD105435,Clothing,4611.73,4,39,Female,City80,Gift Card,Next-Day,39.21,4.4,4.9,0,Regular,4218,18446.92
ORD105436,Home,19152.53,5,49,Female,City3,Gift Card,Next-Day,29.27,4.1,4.7,3,Frequent,2093,95762.65
ORD105437,Toys,5541.05,3,49,Male,City85,Gift Card,Express,39.72,3.9,3.1,7,Regular,1750,16623.15
ORD105438,Clothing,2656.09,4,42,Female,City67,Debit Card,Standard,40.57,4.4,3.4,8,Frequent,4104,10624.36
ORD105439,Books,1882.97,4,42,Male,City55,PayPal,Standard,19.26,3.7,4.2,6,Loyal,1380,7531.88
ORD105440,Clothing,1095.63,2,26,Female,City92,PayPal,Standard,40.03,3.0,4.2,5,Loyal,2384,2191.26
ORD105441,Toys,6331.42,4,56,Female,City55,Credit Card,Express,11.91,3.1,3.4,3,Regular,615,25325.68
ORD105442,Electronics,113795.91,2,28,Female,City69,PayPal,Next-Day,19.93,4.9,4.8,2,Regular,2841,227591.82
ORD105443,Electronics,20515.86,2,24,Male,City79,Gift Card,Standard,5.83,3.3,3.7,6,Regular,1298,41031.72
ORD105444,Home,22976.29,1,50,Female,City38,PayPal,Standard,12.05,4.0,4.5,2,Regular,165,22976.29
ORD105445,Electronics,65601.13,2,31,Male,City59,PayPal,Next-Day,14.96,3.4,3.0,6,Regular,2400,131202.26
ORD105446,Books,879.72,1,55,Male,City91,Debit Card,Standard,12.38,2.9,2.9,6,Regular,664,879.72
ORD105447,Clothing,2637.46,1,60,Female,City59,Debit Card,Express,26.21,5.0,4.6,3,Frequent,3638,2637.46
ORD105448,Books,1082.71,2,54,Female,City3,PayPal,Express,17.6,2.8,3.7,8,Frequent,520,2165.42
ORD105449,Clothing,3902.89,1,55,Female,City75,PayPal,Next-Day,16.71,3.6,3.7,3,Regular,3206,3902.89
ORD105450,Home,18324.33,2,46,Female,City74,Gift Card,Next-Day,15.71,4.4,4.4,1,Loyal,1626,36648.66
ORD105451,Electronics,66734.74,1,67,Male,City98,Debit Card,Next-Day,17.65,3.3,3.6,7,New,594,66734.74
ORD105452,Toys,9197.94,5,37,Male,City76,PayPal,Express,15.76,4.6,4.0,3,Regular,1934,45989.7
ORD105453,Electronics,50545.42,4,59,Male,City4,PayPal,Standard,7.02,4.1,4.7,3,Regular,2929,202181.68
ORD105454,Home,5487.86,3,32,Male,City52,Credit Card,Express,22.58,4.4,3.3,1,Regular,1297,16463.58
ORD105455,Clothing,4187.65,4,65,Female,City15,Debit Card,Express,32.11,3.8,2.6,4,Regular,2393,16750.6
ORD105456,Electronics,42771.82,3,31,Male,City48,Gift Card,Standard,16.63,4.5,4.4,3,Regular,1236,128315.46
ORD105457,Home,7830.5,4,40,Male,City85,Debit Card,Express,11.54,4.2,3.2,2,New,1983,31322.0
ORD105458,Home,9419.16,4,21,Male,City31,PayPal,Standard,22.14,4.6,4.5,2,Frequent,1192,37676.64
ORD105459,Books,331.74,1,60,Male,City88,Gift Card,Express,9.12,3.3,2.9,2,Regular,611,331.74
ORD105460,Clothing,1415.57,1,70,Female,City42,Gift Card,Standard,19.2,4.4,4.6,1,Frequent,2807,1415.57
ORD105461,Electronics,35209.34,5,52,Female,City54,Debit Card,Next-Day,11.13,4.8,3.8,3,Frequent,994,176046.7
ORD105462,Electronics,101725.53,1,19,Female,City55,Credit Card,Express,6.56,3.0,3.4,2,Frequent,1952,101725.53
ORD105463,Books,1945.25,5,34,Male,City59,Gift Card,Standard,17.87,3.9,2.9,5,Loyal,800,9726.25
ORD105464,Electronics,65461.64,4,26,Female,City30,Credit Card,Next-Day,11.72,3.6,2.9,4,Frequent,1955,261846.56
ORD105465,Clothing,2366.37,5,33,Male,City95,Credit Card,Next-Day,38.24,3.2,3.2,9,Loyal,1645,11831.85
ORD105466,Books,663.11,5,53,Male,City67,Credit Card,Express,12.51,3.2,3.9,4,Regular,377,3315.55
ORD105467,Clothing,5495.07,2,32,Male,City19,Credit Card,Next-Day,43.8,3.8,3.9,3,Regular,3292,10990.14
ORD105468,Toys,1611.95,4,51,Male,City68,Debit Card,Express,11.16,4.5,4.2,0,Regular,1486,6447.8
ORD105469,Toys,7721.61,1,53,Male,City63,Gift Card,Next-Day,12.6,3.8,4.2,9,Frequent,1194,7721.61
ORD105470,Toys,8762.55,5,20,Male,City31,Credit Card,Standard,19.52,3.3,3.9,5,Regular,1386,43812.75
ORD105471,Books,1976.62,1,43,Female,City39,Gift Card,Next-Day,19.67,4.4,4.0,2,Regular,652,1976.62
ORD105472,Home,25190.67,1,47,Female,City81,Credit Card,Standard,13.02,3.7,3.2,8,Regular,456,25190.67
ORD105473,Toys,7293.8,1,19,Female,City99,Debit Card,Next-Day,16.27,4.3,4.1,2,Regular,558,7293.8
ORD105474,Toys,5268.4,1,63,Male,City99,PayPal,Express,33.68,3.0,2.7,9,New,707,5268.4
ORD105475,Electronics,19838.35,3,55,Male,City78,PayPal,Next-Day,18.26,4.9,3.8,0,Loyal,2657,59515.05
ORD105476,Clothing,5979.77,2,68,Female,City93,Credit Card,Standard,41.72,4.0,5.0,2,Frequent,393,11959.54
ORD105477,Books,381.88,4,59,Female,City19,Debit Card,Next-Day,6.75,3.9,4.1,0,Regular,907,1527.52
ORD105478,Clothing,1282.14,1,70,Female,City20,Gift Card,Next-Day,22.32,3.8,3.4,5,Regular,538,1282.14
ORD105479,Home,27239.59,2,70,Female,City8,PayPal,Standard,25.8,4.0,4.7,3,New,438,54479.18
ORD105480,Books,449.55,5,44,Female,City2,Gift Card,Next-Day,15.22,4.0,4.6,1,Loyal,1494,2247.75
ORD105481,Home,1130.86,2,58,Male,City25,Gift Card,Next-Day,31.77,4.1,3.8,7,Regular,199,2261.72
ORD105482,Home,26821.07,4,63,Female,City63,Gift Card,Next-Day,33.99,4.5,4.3,3,Loyal,269,107284.28
ORD105483,Clothing,5554.39,1,36,Female,City4,Gift Card,Standard,44.82,3.6,3.2,8,Regular,1258,5554.39
ORD105484,Home,4427.65,4,40,Male,City16,Gift Card,Express,14.04,3.9,4.3,3,Regular,1652,17710.6
ORD105485,Toys,7070.67,4,66,Female,City28,Gift Card,Express,18.52,4.3,3.5,8,Regular,1803,28282.68
ORD105486,Electronics,88419.53,3,21,Female,City91,Gift Card,Standard,15.54,3.2,3.9,4,Regular,1594,265258.59
ORD105487,Clothing,1057.14,5,32,Male,City57,Debit Card,Next-Day,15.02,3.4,3.1,7,Frequent,3809,5285.7
ORD105488,Toys,7737.37,5,54,Male,City46,PayPal,Standard,35.62,3.8,4.5,3,Regular,1298,38686.85
ORD105489,Toys,6847.13,5,54,Male,City56,Debit Card,Standard,15.85,4.1,3.9,8,Frequent,690,34235.65
ORD105490,Home,7504.57,1,27,Male,City78,Credit Card,Standard,26.34,4.3,4.1,2,Regular,1241,7504.57
ORD105491,Home,27686.09,1,28,Male,City66,Debit Card,Express,26.73,4.5,2.7,3,New,841,27686.09
ORD105492,Clothing,1639.02,1,30,Male,City90,Credit Card,Standard,29.84,4.1,3.6,6,Loyal,3463,1639.02
ORD105493,Electronics,67383.42,3,56,Female,City74,Debit Card,Standard,19.4,3.9,4.4,1,New,2303,202150.26
ORD105494,Electronics,38794.53,1,47,Female,City92,Gift Card,Next-Day,8.02,3.9,4.4,3,New,1434,38794.53
ORD105495,Toys,4973.54,4,61,Female,City72,PayPal,Express,18.51,4.3,4.4,1,Frequent,235,19894.16
ORD105496,Electronics,83688.2,5,59,Male,City97,PayPal,Next-Day,19.97,4.5,4.3,2,Regular,2209,418441.0
ORD105497,Clothing,908.66,3,50,Female,City28,Gift Card,Express,33.02,4.2,4.1,3,Regular,4839,2725.98
ORD105498,Clothing,1428.6,3,26,Female,City26,Debit Card,Express,36.23,3.2,3.4,1,Regular,1485,4285.8
ORD105499,Toys,722.7,5,46,Female,City6,Gift Card,Standard,34.34,4.2,4.5,1,Regular,1803,3613.5
ORD105500,Home,17142.31,2,50,Male,City8,Credit Card,Standard,26.32,4.4,4.4,0,Regular,612,34284.62
ORD105501,Electronics,24620.96,1,19,Female,City96,Credit Card,Standard,5.84,4.6,4.9,3,Regular,1920,24620.96
ORD105502,Home,6436.89,5,38,Male,City7,Gift Card,Next-Day,33.62,3.5,4.0,2,Regular,651,32184.45
ORD105503,Clothing,3067.45,3,48,Male,City78,Debit Card,Standard,23.79,4.3,5.0,0,Regular,3548,9202.35
ORD105504,Electronics,17601.04,3,36,Male,City13,Gift Card,Next-Day,8.86,3.9,4.7,0,Frequent,1918,52803.12
ORD105505,Books,500.14,3,28,Female,City19,Debit Card,Next-Day,15.41,3.8,3.2,1,Regular,1107,1500.42
ORD105506,Toys,3354.95,2,18,Female,City58,Credit Card,Standard,31.36,3.5,3.8,9,Loyal,857,6709.9
ORD105507,Toys,1039.09,5,43,Male,City87,Debit Card,Next-Day,20.84,4.9,4.6,1,Regular,1547,5195.45
ORD105508,Home,27743.8,1,68,Male,City29,Gift Card,Next-Day,33.08,3.6,3.8,9,Frequent,1126,27743.8
ORD105509,Toys,3851.83,1,20,Female,City56,Credit Card,Express,26.17,4.5,4.3,2,Regular,73,3851.83
ORD105510,Home,7632.59,5,59,Male,City23,PayPal,Next-Day,23.11,4.6,4.7,3,Frequent,190,38162.95
ORD105511,Clothing,3852.15,4,45,Female,City12,Gift Card,Next-Day,47.35,2.8,3.5,6,Regular,1018,15408.6
ORD105512,Toys,9836.92,4,52,Female,City44,PayPal,Express,35.62,4.6,4.6,2,New,942,39347.68
ORD105513,Books,304.3,4,44,Female,City44,PayPal,Standard,7.51,3.2,3.7,9,Regular,1134,1217.2
ORD105514,Electronics,92950.37,4,22,Female,City35,PayPal,Next-Day,18.98,4.1,4.1,2,Loyal,1166,371801.48
ORD105515,Books,457.35,3,40,Female,City95,Debit Card,Express,14.99,4.1,3.1,2,Loyal,1152,1372.05
ORD105516,Books,1818.72,3,26,Female,City21,Gift Card,Express,10.86,2.9,3.2,6,Frequent,538,5456.16
ORD105517,Home,18919.53,4,26,Male,City78,PayPal,Next-Day,27.46,4.8,4.1,2,New,1970,75678.12
ORD105518,Electronics,46448.17,1,50,Male,City35,Gift Card,Standard,8.17,5.0,4.3,1,Loyal,2239,46448.17
ORD105519,Books,1304.93,5,41,Male,City54,PayPal,Next-Day,8.86,4.4,4.0,0,Loyal,66,6524.65
ORD105520,Books,753.28,5,50,Male,City98,Credit Card,Standard,9.06,3.8,3.7,8,Loyal,1131,3766.4
ORD105521,Books,1167.15,4,22,Female,City75,Gift Card,Standard,17.87,4.5,3.7,2,Frequent,1423,4668.6
ORD105522,Toys,2324.28,5,34,Female,City57,Credit Card,Express,10.99,4.3,4.0,2,New,847,11621.4
ORD105523,Electronics,35807.9,4,67,Female,City96,Credit Card,Express,9.98,3.5,3.2,3,Frequent,2494,143231.6
ORD105524,Books,1637.88,3,50,Male,City64,Debit Card,Express,9.76,3.9,3.4,2,Regular,110,4913.64
ORD105525,Books,247.41,5,28,Male,City44,Debit Card,Express,19.37,4.4,4.3,2,New,401,1237.05
ORD105526,Clothing,4493.97,5,25,Female,City71,Credit Card,Standard,20.77,5.0,4.3,2,Frequent,1133,22469.85
ORD105527,Books,1076.35,4,54,Male,City21,Debit Card,Next-Day,17.25,4.3,4.3,1,Frequent,1066,4305.4
ORD105528,Clothing,1638.89,1,63,Male,City85,Gift Card,Next-Day,19.85,3.8,3.9,2,Frequent,647,1638.89
ORD105529,Electronics,54407.39,2,52,Female,City43,Debit Card,Next-Day,17.11,3.8,2.6,2,Regular,2198,108814.78
ORD105530,Electronics,60059.31,4,61,Female,City49,Gift Card,Standard,16.58,3.9,4.1,3,Frequent,1246,240237.24
ORD105531,Clothing,3771.69,3,69,Female,City39,PayPal,Next-Day,31.76,4.3,3.4,9,Regular,1377,11315.07
ORD105532,Clothing,2900.36,1,39,Female,City38,Gift Card,Standard,28.57,4.5,4.8,2,Regular,2881,2900.36
ORD105533,Home,24014.5,4,38,Female,City81,PayPal,Express,29.07,3.3,3.7,8,Regular,700,96058.0
ORD105534,Electronics,113857.67,2,22,Female,City47,PayPal,Standard,7.41,3.0,4.0,6,New,1053,227715.34
ORD105535,Clothing,2116.97,5,59,Male,City5,Credit Card,Standard,37.22,4.2,3.6,8,Loyal,476,10584.85
ORD105536,Toys,1078.9,4,38,Female,City64,Debit Card,Express,30.67,4.1,3.8,2,Regular,646,4315.6
ORD105537,Home,25658.75,4,22,Female,City60,PayPal,Next-Day,15.31,4.6,4.3,0,Regular,704,102635.0
ORD105538,Clothing,843.91,1,58,Male,City7,Credit Card,Express,30.63,4.9,3.9,1,Loyal,1622,843.91
ORD105539,Books,1202.76,5,22,Female,City30,Credit Card,Express,19.22,4.5,4.1,1,Regular,393,6013.8
ORD105540,Electronics,19421.85,2,32,Female,City25,Credit Card,Next-Day,19.9,4.0,4.0,4,Frequent,1983,38843.7
ORD105541,Books,368.41,2,19,Male,City84,PayPal,Next-Day,14.38,5.0,4.1,2,Loyal,818,736.82
ORD105542,Clothing,4280.89,4,67,Female,City50,Credit Card,Standard,28.67,4.0,4.9,3,New,2840,17123.56
ORD105543,Electronics,70976.3,4,33,Female,City78,Gift Card,Express,19.86,4.2,3.1,5,Frequent,2390,283905.2
ORD105544,Books,181.19,1,22,Male,City37,Debit Card,Express,11.46,4.8,3.8,1,New,908,181.19
ORD105545,Electronics,40861.19,1,37,Female,City47,Credit Card,Next-Day,8.18,4.8,5.0,2,Loyal,2179,40861.19
ORD105546,Toys,3994.58,5,41,Female,City5,Credit Card,Next-Day,27.82,4.6,4.0,2,Regular,1043,19972.9
ORD105547,Home,7079.68,5,36,Female,City77,PayPal,Express,12.45,3.4,2.6,7,Regular,1103,35398.4
ORD105548,Electronics,40145.6,2,58,Male,City11,Debit Card,Next-Day,17.22,4.9,4.9,0,Regular,826,80291.2
ORD105549,Home,23988.32,5,30,Male,City18,Debit Card,Next-Day,11.97,4.0,3.4,1,Regular,1364,119941.6
ORD105550,Books,683.31,5,69,Female,City81,Debit Card,Standard,7.32,4.4,3.9,1,Frequent,849,3416.55
ORD105551,Books,607.95,5,37,Male,City92,Gift Card,Standard,7.43,3.5,3.6,1,New,1425,3039.75
ORD105552,Home,16183.94,5,26,Male,City46,Debit Card,Express,28.69,4.0,4.1,3,Frequent,963,80919.7
ORD105553,Toys,8693.54,1,70,Male,City43,Debit Card,Express,15.37,4.5,4.5,0,Regular,1689,8693.54
ORD105554,Clothing,1509.62,1,49,Female,City10,PayPal,Standard,48.72,4.5,4.1,3,New,3351,1509.62
ORD105555,Toys,5401.26,4,28,Male,City72,PayPal,Express,35.76,3.0,2.7,8,Regular,1926,21605.04
ORD105556,Clothing,1110.85,1,47,Female,City13,Debit Card,Express,33.07,3.9,3.0,4,New,3940,1110.85
ORD105557,Toys,6872.97,5,47,Male,City25,Gift Card,Express,31.57,4.6,4.8,3,Regular,1262,34364.85
ORD105558,Toys,8208.39,4,33,Female,City99,Debit Card,Express,12.85,4.8,4.3,0,Regular,1592,32833.56
ORD105559,Books,485.12,2,42,Male,City12,Credit Card,Next-Day,7.75,4.2,3.3,6,Frequent,786,970.24
ORD105560,Toys,4851.39,4,40,Female,City88,PayPal,Express,32.0,4.3,3.4,3,New,868,19405.56
ORD105561,Clothing,5139.46,3,27,Female,City54,Credit Card,Standard,16.25,4.3,3.0,8,Frequent,3048,15418.38
ORD105562,Clothing,2682.02,3,35,Female,City60,PayPal,Standard,22.88,4.4,4.0,6,Regular,878,8046.06
ORD105563,Toys,906.33,2,47,Male,City3,PayPal,Express,19.48,4.2,3.8,2,Loyal,1250,1812.66
ORD105564,Home,17935.73,1,54,Female,City40,PayPal,Next-Day,11.02,4.5,3.8,2,New,2268,17935.73
ORD105565,Toys,1361.09,4,47,Female,City78,Gift Card,Express,36.29,4.3,4.4,1,Loyal,780,5444.36
ORD105566,Home,15452.48,4,38,Male,City29,Gift Card,Next-Day,29.09,4.4,3.9,1,Frequent,2400,61809.92
ORD105567,Toys,4709.42,1,34,Male,City20,Debit Card,Standard,16.75,3.9,4.8,3,New,1771,4709.42
ORD105568,Electronics,17189.11,5,52,Male,City84,Debit Card,Standard,14.77,4.6,3.8,1,Frequent,2530,85945.55
ORD105569,Home,12991.24,4,34,Female,City95,Credit Card,Next-Day,17.05,4.2,4.3,2,New,2136,51964.96
ORD105570,Electronics,74239.42,2,19,Male,City75,Debit Card,Next-Day,10.46,4.5,3.4,3,Frequent,590,148478.84
ORD105571,Books,1248.37,5,53,Female,City62,PayPal,Standard,14.0,4.0,3.3,5,Frequent,359,6241.85
ORD105572,Home,12330.78,4,25,Female,City33,PayPal,Next-Day,16.71,4.0,3.9,4,Loyal,2075,49323.12
ORD105573,Electronics,61882.75,3,35,Male,City46,Credit Card,Express,16.91,3.1,2.6,3,Regular,2004,185648.25
ORD105574,Clothing,1075.82,2,26,Female,City11,PayPal,Standard,35.88,4.8,4.3,1,Regular,2676,2151.64
ORD105575,Clothing,4816.05,5,40,Female,City14,Credit Card,Next-Day,24.45,4.4,4.4,1,New,1224,24080.25
ORD105576,Home,14948.97,2,69,Male,City40,Gift Card,Standard,13.77,4.9,4.0,3,New,480,29897.94
ORD105577,Toys,950.39,4,38,Male,City69,Gift Card,Standard,38.37,3.7,3.3,7,Frequent,742,3801.56
ORD105578,Books,496.83,3,34,Male,City89,Debit Card,Next-Day,10.56,4.5,4.2,3,New,1216,1490.49
ORD105579,Books,1061.58,4,50,Male,City65,Debit Card,Express,14.68,4.0,3.5,3,New,731,4246.32
ORD105580,Books,170.24,1,58,Male,City71,PayPal,Next-Day,10.72,4.7,4.2,1,New,1091,170.24
ORD105581,Clothing,1105.69,2,59,Male,City95,Gift Card,Standard,41.62,4.2,3.9,9,Regular,2724,2211.38
ORD105582,Toys,1646.66,4,22,Male,City73,Debit Card,Standard,24.04,4.8,3.9,3,Loyal,807,6586.64
ORD105583,Toys,7338.26,5,64,Male,City95,Credit Card,Standard,32.26,4.3,4.6,2,Frequent,1073,36691.3
ORD105584,Home,12365.3,5,59,Male,City61,PayPal,Next-Day,22.01,2.9,4.0,5,Regular,1948,61826.5
ORD105585,Home,16793.08,1,66,Female,City40,PayPal,Standard,21.41,4.1,4.6,2,Frequent,2500,16793.08
ORD105586,Toys,7494.58,3,39,Male,City26,Debit Card,Express,39.7,3.4,3.3,7,Loyal,514,22483.74
ORD105587,Toys,6412.35,5,55,Female,City58,Gift Card,Express,39.26,4.4,2.6,9,Regular,686,32061.75
ORD105588,Books,1920.27,5,40,Female,City24,PayPal,Standard,15.54,4.1,4.9,2,Regular,607,9601.35
ORD105589,Books,1314.3,4,70,Female,City10,Gift Card,Next-Day,12.41,3.4,2.6,4,New,90,5257.2
ORD105590,Home,3187.77,3,19,Female,City5,PayPal,Express,28.51,3.3,4.2,2,New,1010,9563.31
ORD105591,Electronics,74431.38,1,37,Female,City36,Debit Card,Express,17.57,4.0,4.6,2,New,2185,74431.38
ORD105592,Toys,3560.0,2,43,Male,City30,Gift Card,Next-Day,11.2,3.7,3.8,9,Regular,1876,7120.0
ORD105593,Clothing,2274.07,1,35,Male,City59,PayPal,Next-Day,28.5,4.0,2.8,2,Regular,1150,2274.07
